Order Date,Sales,Profit,Category,Region
2016-10-22,32.97,10.048,Furniture,Central
2014-04-29,18.333000000000002,5.9364,Furniture,East
2015-04-25,14.641200000000001,4.5318,Office Supplies,West
2017-06-26,87.94800000000001,1.6752,Office Supplies,West
2017-10-14,39.543,18.4534,Office Supplies,East
2014-12-09,36.414,16.9932,Office Supplies,West
2017-06-20,157.4475,14.995,Technology,East
2017-06-20,53.8776,18.6006,Office Supplies,East
2017-06-26,4.767,2.043,Office Supplies,Central
2017-06-26,16.716,5.4128,Office Supplies,Central
2017-06-26,571.116,135.98,Technology,Central
2016-11-10,163.611,42.0714,Office Supplies,West
2016-11-10,73.5084,24.5028,Office Supplies,West
2016-10-03,16.4304,5.0856,Office Supplies,Central
2014-09-09,108.78,51.8,Office Supplies,Central
2017-10-29,49.308,22.5408,Office Supplies,East
2016-04-10,9.3492,-6.5296,Office Supplies,East
2017-11-11,10.962,3.393,Office Supplies,Central
2017-11-11,19.2528,-32.088,Office Supplies,Central
2017-09-15,340.1748,20.2485,Technology,Central
2016-04-08,21.042,9.6192,Office Supplies,West
2016-04-08,68.208,2.5984,Office Supplies,West
2016-04-08,13.608000000000002,6.2208,Office Supplies,West
2017-12-30,339.29280000000006,12.1176,Furniture,East
2017-12-30,95.47650000000002,2.7279,Technology,East
2017-12-30,55.41480000000001,19.791,Office Supplies,East
2017-09-02,1259.79,323.946,Technology,Central
2017-09-02,2025.219,829.3754,Technology,Central
2017-09-02,369.999,81.0474,Office Supplies,Central
2015-05-31,23.31,9.102,Furniture,East
2017-11-27,49.287,19.2454,Furniture,Central
2017-11-27,150.91649999999998,56.0547,Technology,Central
2014-06-15,104.91390000000001,-18.5562,Furniture,Central
2014-06-15,837.8412,-56.996,Furniture,Central
2014-06-15,8.9964,-14.5656,Office Supplies,Central
2016-03-05,156.8196,50.4063,Office Supplies,Central
2016-03-05,13.641600000000002,-0.812,Office Supplies,Central
2014-12-05,25.788,6.8768,Office Supplies,South
2015-04-11,89.397,34.9074,Technology,East
2015-04-11,23.0895,10.5552,Technology,East
2015-04-11,426.93000000000006,113.848,Office Supplies,East
2016-09-15,883.6464,294.5488,Office Supplies,East
2014-09-13,16.3296,5.4432,Office Supplies,East
2014-09-13,264.6,53.55,Technology,East
2015-10-05,48.510000000000005,12.936,Office Supplies,South
2015-10-05,30.282,9.5172,Office Supplies,South
2017-04-14,15.321600000000002,2.5536,Office Supplies,East
2017-04-14,94.3488,21.3408,Office Supplies,East
2017-04-14,14.5656,5.0286,Office Supplies,East
2017-09-02,12.8016,4.1148,Office Supplies,East
2016-06-20,47.3088,15.2064,Office Supplies,East
2016-06-20,31.2039,-21.7932,Office Supplies,East
2016-06-20,16.3296,5.4432,Office Supplies,East
2016-06-20,470.08080000000007,33.5772,Office Supplies,East
2017-11-05,167.98950000000002,54.3966,Technology,West
2015-12-13,13.608000000000002,6.2208,Office Supplies,West
2015-12-13,141.204,34.9648,Office Supplies,West
2016-06-19,17.976000000000003,8.0464,Office Supplies,West
2016-12-13,6.4008,2.2098,Office Supplies,West
2016-12-13,1169.9856,41.7852,Furniture,West
2015-05-29,34.02,15.552,Office Supplies,West
2015-05-29,567.5985000000001,140.5482,Office Supplies,West
2015-05-29,176.148,62.91,Office Supplies,West
2015-07-26,412.82325000000003,-204.4458,Furniture,West
2017-11-28,542.3124000000001,-12.9122,Furniture,East
2017-11-28,1057.5936,75.5424,Furniture,East
2017-11-28,2168.5860000000002,-619.596,Furniture,East
2017-11-28,16.3296,5.4432,Office Supplies,East
2017-11-28,26.611200000000004,7.92,Office Supplies,East
2017-04-03,26.745600000000003,7.6416,Furniture,East
2017-12-28,28.5264,2.7168,Office Supplies,Central
2017-12-28,82.79544,-11.596,Furniture,Central
2017-11-30,182.49,43.45,Office Supplies,South
2017-05-15,31.0716,2.5893,Technology,West
2017-05-15,4.9896,-3.168,Office Supplies,West
2017-05-15,16.3296,5.6376,Office Supplies,West
2015-09-22,214.83,53.196,Furniture,West
2017-11-14,337.64639999999997,28.1372,Furniture,West
2015-11-27,6.5520000000000005,3.0576,Office Supplies,South
2016-09-01,22.974,10.94,Office Supplies,West
2014-09-22,4.8384,1.6704,Office Supplies,South
2017-04-09,10.311,4.8118,Office Supplies,East
2017-04-09,37.7685,9.7119,Office Supplies,East
2017-04-09,13.608000000000002,6.2208,Office Supplies,East
2017-04-09,201.18,91.968,Office Supplies,East
2017-04-09,9.072000000000001,4.2336,Office Supplies,East
2017-04-09,526.9005000000001,0.0,Office Supplies,East
2014-01-16,133.4592,28.5984,Furniture,East
2014-01-16,130.41,-31.05,Technology,East
2014-01-16,19.517400000000002,-13.6312,Office Supplies,East
2014-01-16,31.5756,10.1493,Office Supplies,East
2017-10-05,168.97650000000002,3.2186,Technology,East
2017-10-05,79.58160000000001,25.5798,Office Supplies,East
2017-07-09,1.1340000000000001,-0.792,Office Supplies,West
2017-01-07,3212.9811,679.996,Technology,Central
2016-05-30,3.4461000000000004,-2.6256,Office Supplies,South
2015-12-09,35.721000000000004,16.6698,Office Supplies,Central
2016-10-03,629.2566,93.2232,Furniture,East
2014-11-11,3.5616,0.8056,Office Supplies,West
2014-11-11,587.9832,55.9984,Technology,West
2014-11-11,634.116,75.49,Furniture,West
2017-09-29,8.3664,2.5896,Office Supplies,Central
2017-09-29,29.366400000000002,9.4392,Office Supplies,Central
2017-09-29,353.3355,44.868,Technology,Central
2015-03-10,1.1676000000000002,-1.8904,Office Supplies,Central
2017-05-21,546.0525,72.807,Furniture,East
2017-05-21,18.8685,5.2113,Office Supplies,East
2015-03-29,1225.266,131.2785,Furniture,South
2016-09-09,15.355200000000002,5.484,Office Supplies,East
2016-08-26,10.7415,4.9104,Office Supplies,West
2016-08-26,162.645,69.705,Office Supplies,West
2014-05-21,2851.7264999999998,1276.4871,Office Supplies,South
2014-05-21,648.8685,173.0316,Technology,South
2015-10-28,11.2035,4.9082,Office Supplies,South
2015-10-28,38.4615,9.8901,Office Supplies,South
2015-10-28,25.305000000000003,9.158,Furniture,South
2015-10-28,34.7655,12.9129,Furniture,South
2016-11-13,46.221000000000004,11.4452,Office Supplies,West
2015-07-31,2425.1325,762.1845,Technology,East
2015-07-31,1145.3211,-290.8752,Furniture,East
2015-07-31,20.412000000000003,9.3312,Office Supplies,East
2015-08-27,508.8825,92.0835,Office Supplies,West
2015-11-13,121.06080000000001,40.3536,Office Supplies,South
2015-11-06,7.434,2.478,Office Supplies,West
2015-11-06,4.62105,-3.5208,Office Supplies,West
2017-12-26,46.987500000000004,20.585,Office Supplies,Central
2017-08-01,100.7832,5.999,Technology,Central
2014-11-24,159.306,27.3096,Furniture,West
2017-06-17,163.01250000000002,46.575,Furniture,West
2017-06-17,14.7315,4.0687,Office Supplies,West
2015-12-21,1699.2884999999999,356.0414,Furniture,West
2015-12-21,104.58,36.852,Technology,West
2015-09-17,34.02,15.552,Office Supplies,West
2015-07-06,14.658000000000001,6.7008,Furniture,East
2015-07-06,163.611,63.8862,Furniture,East
2015-07-06,131.19750000000002,2.499,Technology,East
2015-07-06,631.7325,156.429,Office Supplies,East
2015-04-27,23.877,8.8686,Office Supplies,East
2015-04-27,1330.9065,316.8825,Furniture,East
2015-04-27,1448.9160000000002,648.5624,Technology,East
2015-06-16,6.518400000000001,2.1728,Office Supplies,East
2017-12-17,12.3984,4.2804,Office Supplies,West
2016-01-11,16.3296,5.4432,Office Supplies,East
2016-01-11,66.4776,20.5764,Office Supplies,East
2016-01-11,16.3674,-9.8724,Technology,East
2014-07-11,186.06,83.284,Office Supplies,East
2014-07-11,207.8685,57.4113,Technology,East
2014-07-11,897.6870000000001,213.735,Furniture,East
2014-07-11,130.31550000000001,52.1262,Furniture,East
2014-07-11,15.120000000000001,7.056,Office Supplies,East
2016-11-20,16.480800000000002,5.1012,Office Supplies,East
2016-11-20,2.7594000000000003,-1.9272,Office Supplies,East
2016-11-20,15.14835,-10.5798,Office Supplies,East
2016-04-22,90.95100000000001,8.662,Furniture,Central
2015-06-13,38.455200000000005,13.734,Office Supplies,West
2017-11-20,25.1664,2.6964,Office Supplies,South
2017-11-20,30.164400000000004,1.7955,Office Supplies,South
2016-03-20,732.018,146.4036,Furniture,Central
2016-09-06,33.453,11.151,Technology,East
2016-09-06,758.4696,90.294,Furniture,East
2017-07-09,9.282,2.9835,Office Supplies,Central
2017-07-09,61.3872,-146.16,Office Supplies,Central
2017-10-12,267.3342,-18.186,Furniture,Central
2016-03-08,1432.1580000000001,85.2475,Technology,South
2016-03-08,107.47800000000001,-3.8385,Furniture,South
2014-05-27,1169.1792,125.2692,Technology,West
2014-05-27,104.98949999999999,37.9962,Technology,West
2015-07-03,176.8872,-29.4812,Furniture,East
2015-07-03,7.056,2.436,Office Supplies,East
2015-07-03,297.0324,56.5776,Furniture,East
2015-04-04,11.718,4.3524,Office Supplies,East
2015-04-04,113.82000000000001,22.764,Furniture,East
2015-04-04,86.46119999999999,27.7911,Office Supplies,East
2015-04-04,9.542399999999999,3.2944,Office Supplies,East
2017-12-10,20.9328,7.2268,Office Supplies,West
2017-12-10,68.8464,22.9488,Office Supplies,West
2016-11-24,4.636800000000001,1.6008,Office Supplies,East
2015-03-23,113.16060000000002,-29.2524,Furniture,Central
2015-04-16,47.476800000000004,4.5216,Office Supplies,East
2015-04-16,10.936800000000002,-2.2134,Office Supplies,East
2015-04-16,8.265600000000001,1.2792,Office Supplies,East
2015-04-16,124.7211,-27.7158,Technology,East
2015-04-16,1.5204,0.2353,Office Supplies,East
2015-04-16,58.243500000000004,-46.225,Office Supplies,East
2016-10-01,204.59040000000002,12.178,Furniture,West
2017-09-28,1.8312000000000002,-0.3488,Office Supplies,Central
2015-07-25,26.4348,-18.4624,Office Supplies,East
2015-11-20,20.433000000000003,5.0596,Office Supplies,West
2016-04-28,30.945600000000002,9.9468,Office Supplies,West
2017-11-14,9.072000000000001,3.024,Office Supplies,East
2016-11-12,6.5835,-4.598,Office Supplies,West
2016-11-12,4.5864,-3.3488,Office Supplies,West
2016-11-12,33.583200000000005,1.999,Technology,West
2016-09-29,42.92400000000001,10.6288,Office Supplies,Central
2017-09-23,125.958,33.5888,Office Supplies,West
2017-09-23,33.012,8.4888,Office Supplies,West
2017-09-23,7.224,2.322,Office Supplies,West
2015-11-29,20.916000000000004,9.3624,Office Supplies,Central
2015-11-29,1162.2555000000002,121.7601,Furniture,Central
2016-03-01,878.4216,-264.9208,Furniture,East
2016-03-01,27.699,12.1348,Office Supplies,East
2016-03-01,381.06600000000003,105.2468,Office Supplies,East
2016-03-01,5144.9265000000005,2400.9657,Technology,East
2016-08-12,6.804000000000001,3.1104,Office Supplies,Central
2016-08-15,75.5748,7.1976,Technology,West
2016-08-15,3.3075,1.512,Office Supplies,West
2017-06-04,33.583200000000005,1.999,Furniture,South
2017-06-04,75.58319999999999,25.1944,Technology,South
2015-12-06,126.15750000000001,33.642,Office Supplies,West
2015-12-06,230.1432,19.1786,Technology,West
2015-12-27,30.345,14.161,Office Supplies,East
2015-12-27,373.758,103.2284,Office Supplies,East
2017-01-21,365.61840000000007,30.4682,Office Supplies,South
2017-01-21,37.5732,-28.6272,Office Supplies,South
2014-06-25,470.23199999999997,11.196,Furniture,West
2016-06-14,7.392,2.0416,Office Supplies,West
2016-06-14,9.166500000000001,4.1031,Furniture,West
2016-06-14,30.7545,9.6657,Technology,West
2016-06-14,9.072000000000001,2.5056,Office Supplies,West
2017-04-21,2.8287,-4.7145,Office Supplies,Central
2017-04-21,3.0807,-4.9878,Office Supplies,Central
2016-10-21,24.066000000000003,11.2308,Office Supplies,West
2016-11-19,105.7392,-16.3644,Office Supplies,Central
2016-11-19,2.4444,-0.7566,Furniture,Central
2016-11-19,11.318999999999999,-17.248,Office Supplies,Central
2016-11-19,61.28640000000001,21.888,Office Supplies,Central
2016-11-19,43.016400000000004,13.8267,Office Supplies,Central
2016-11-19,75.55799999999999,25.186,Technology,Central
2016-11-19,10.8864,3.6288,Office Supplies,Central
2016-11-19,1.2516,-2.0264,Office Supplies,Central
2017-12-18,49.0056,16.3352,Office Supplies,West
2017-12-18,125.82465,-12.6882,Furniture,West
2017-12-18,125.97900000000001,57.5904,Technology,West
2016-07-22,6.615,3.024,Office Supplies,West
2015-09-04,293.895,137.151,Office Supplies,South
2015-09-04,650.9475000000001,111.591,Technology,South
2015-09-04,4.578,2.0492,Office Supplies,South
2015-09-04,16.044,7.4872,Office Supplies,South
2014-01-20,734.9265,181.9818,Technology,South
2014-01-20,24.108,6.6584,Office Supplies,South
2014-01-20,40.53,11.58,Furniture,South
2014-01-20,6.9615,1.7901,Office Supplies,South
2014-01-20,24.507,10.9698,Office Supplies,South
2014-01-20,1121.3370000000002,224.2674,Furniture,South
2015-03-02,10.668000000000001,2.6416,Office Supplies,Central
2015-03-02,106.974,50.94,Office Supplies,Central
2016-04-12,361.11600000000004,75.6624,Furniture,South
2016-04-12,43.039500000000004,20.0851,Office Supplies,South
2016-04-12,67.095,28.755,Office Supplies,South
2016-12-06,20.412000000000003,9.3312,Office Supplies,West
2016-06-05,130.8384,-23.364,Office Supplies,East
2016-06-05,7.938,2.646,Office Supplies,East
2016-12-11,89.4852,7.4571,Office Supplies,South
2016-11-12,301.896,129.384,Office Supplies,Central
2016-11-12,39.564,10.5504,Office Supplies,Central
2016-11-12,20.979000000000003,8.991,Office Supplies,Central
2016-11-12,21.608999999999998,5.5566,Office Supplies,Central
2016-11-12,18.249,8.69,Office Supplies,Central
2014-09-29,214.83,53.196,Furniture,West
2014-09-29,9.156,2.8776,Office Supplies,West
2014-09-29,6.804000000000001,3.1104,Office Supplies,West
2014-09-29,720.6360000000001,223.054,Technology,West
2014-09-29,65.289,16.7886,Office Supplies,West
2015-04-04,676.2798,107.346,Office Supplies,Central
2015-04-04,6.132,2.628,Office Supplies,Central
2015-04-04,13.398,5.8696,Office Supplies,Central
2015-04-04,11.4975,0.438,Technology,Central
2015-04-04,629.979,209.993,Technology,Central
2015-05-08,8.7696,1.2528,Furniture,East
2016-12-31,3.8220000000000005,1.638,Office Supplies,West
2016-12-31,167.7564,53.9217,Office Supplies,West
2014-12-20,128.604,0.0,Office Supplies,South
2014-12-20,2356.704,493.7856,Furniture,South
2014-12-20,65.4255,29.2857,Office Supplies,South
2014-12-20,477.855,100.122,Furniture,South
2016-07-02,204.94320000000002,19.5184,Furniture,West
2017-06-29,381.087,90.735,Office Supplies,Central
2017-06-29,12.116999999999999,5.77,Office Supplies,Central
2014-09-01,56.637,15.6426,Office Supplies,West
2014-03-03,10.489500000000001,4.5954,Technology,East
2014-03-03,132.048,40.872,Office Supplies,East
2014-03-03,26.586000000000002,9.1785,Office Supplies,East
2014-05-04,49.14,21.06,Office Supplies,Central
2015-11-02,470.3265,49.2723,Technology,West
2017-12-08,114.95400000000001,33.9388,Furniture,East
2017-12-08,286.587,0.0,Office Supplies,East
2017-12-08,20.412000000000003,9.3312,Office Supplies,East
2017-12-08,33.516000000000005,8.2992,Office Supplies,East
2014-03-10,23.499,10.7424,Office Supplies,Central
2014-04-21,17.346,5.5755,Office Supplies,West
2015-10-22,5.4348,-7.764,Office Supplies,Central
2015-08-22,52.6176,16.2864,Office Supplies,East
2016-08-29,29.3265,8.0997,Office Supplies,East
2014-12-27,12.138000000000002,5.4332,Office Supplies,West
2016-12-01,181.125,51.75,Furniture,East
2016-12-01,188.9685,44.9925,Technology,East
2016-04-24,271.6308,64.674,Technology,Central
2014-06-21,1389.0765000000001,357.1911,Technology,East
2014-06-21,3.948,1.0904,Office Supplies,East
2017-01-14,22.8312,7.3386,Office Supplies,South
2017-01-14,8.316,0.693,Technology,South
2014-11-24,12.700800000000001,4.2336,Office Supplies,West
2014-11-24,510.17400000000004,9.7176,Office Supplies,West
2014-11-24,27.216000000000005,12.4416,Office Supplies,West
2014-11-24,207.45900000000003,53.3466,Office Supplies,West
2017-02-26,86.016,22.1184,Office Supplies,West
2017-02-26,934.0128,66.7152,Technology,West
2017-02-26,936.8352000000001,89.2224,Furniture,West
2017-02-26,235.11599999999999,109.7208,Office Supplies,West
2017-02-26,24.276000000000003,11.3288,Office Supplies,West
2015-09-15,16.3296,5.4432,Office Supplies,South
2015-09-15,16.497600000000002,2.5532,Furniture,South
2015-09-15,25.905600000000003,2.1588,Office Supplies,South
2015-09-15,58.766400000000004,-2.0988,Furniture,South
2016-04-08,453.5244,64.7892,Technology,Central
2016-04-08,100.7832,-4.1136,Furniture,Central
2016-04-08,1143.2316,-1850.9464,Office Supplies,Central
2016-07-18,571.2084000000001,40.8006,Furniture,West
2016-07-18,1.9656000000000002,-1.4352,Office Supplies,West
2016-07-18,897.0696,10.6794,Furniture,West
2016-07-18,623.2464,0.0,Office Supplies,West
2016-07-18,354.94200000000006,-33.804,Office Supplies,West
2017-08-01,285.558,16.9975,Technology,South
2016-07-14,11.770500000000002,3.363,Office Supplies,East
2016-07-14,9.6012,3.2004,Office Supplies,East
2016-07-14,14.7735,6.8943,Office Supplies,East
2016-07-14,43.953,10.465,Office Supplies,East
2016-07-14,8.971200000000001,2.8836,Office Supplies,East
2016-07-14,608.0928,21.7176,Furniture,East
2017-09-09,148.44060000000002,-48.4704,Furniture,East
2017-09-09,3.1878,-2.3276,Office Supplies,East
2017-09-09,4.72815,-3.6024,Office Supplies,East
2017-09-09,4.9056,1.5768,Office Supplies,East
2017-09-09,100.67399999999999,28.764,Technology,East
2017-09-09,17.875200000000003,1.7024,Furniture,East
2017-09-09,271.6308,64.674,Technology,East
2017-09-09,2028.5559,-386.3916,Technology,East
2014-07-12,262.2375,44.955,Office Supplies,West
2014-07-12,268.7328,28.7928,Technology,West
2016-12-04,119.47950000000002,20.4822,Furniture,East
2016-12-04,82.0575,34.386,Technology,East
2016-12-04,1.8144,0.6048,Office Supplies,East
2016-12-04,42.588,19.8744,Office Supplies,East
2016-12-04,192.08700000000002,3.6588,Office Supplies,East
2016-12-04,203.55300000000003,11.6316,Office Supplies,East
2017-11-06,16.044,7.4872,Office Supplies,West
2017-11-06,9.166500000000001,2.9682,Furniture,West
2017-11-06,5.9639999999999995,1.7608,Office Supplies,West
2015-10-31,2.919,0.7228,Office Supplies,East
2015-10-31,83.958,35.982,Office Supplies,East
2016-05-30,881.9874000000001,69.999,Technology,East
2016-10-28,50.3496,13.7862,Furniture,South
2016-10-28,39.29625,-29.94,Office Supplies,South
2016-10-28,67.16640000000001,0.0,Furniture,South
2016-10-28,173.3004,41.262,Furniture,South
2014-08-11,12.9675,5.434,Furniture,West
2014-08-11,43.0185,10.6522,Office Supplies,West
2014-08-11,24.108,10.7912,Office Supplies,West
2016-08-29,23.1,5.5,Technology,East
2016-02-15,418.26959999999997,124.485,Office Supplies,East
2016-02-15,9.156,3.5752,Office Supplies,East
2017-05-14,51.1245,23.8581,Office Supplies,South
2014-12-12,802.9224,95.586,Furniture,West
2014-12-12,3791.3904,135.4068,Furniture,West
2014-12-12,267.723225,11.9988,Furniture,West
2017-12-18,40.761,17.469,Office Supplies,East
2017-12-18,1199.0349,139.5702,Furniture,East
2017-12-18,1789.788,511.368,Office Supplies,East
2017-12-18,3.3600000000000003,1.376,Office Supplies,East
2015-07-04,1154.958,285.9896,Technology,Central
2017-03-10,5.510400000000001,0.5904,Office Supplies,East
2017-03-10,37.7055,-8.379,Technology,East
2017-03-10,7.0308,0.5022,Furniture,East
2017-03-10,46.0656,11.5164,Furniture,East
2016-12-24,29.276100000000003,-20.4468,Office Supplies,South
2016-12-24,567.0504000000001,-47.2542,Office Supplies,South
2016-12-24,268.464,76.704,Technology,South
2017-10-23,907.0740000000001,107.985,Technology,South
2016-10-28,18.4968,-14.0928,Office Supplies,South
2017-07-07,18.3456,6.3336,Office Supplies,East
2016-10-01,73.39500000000001,18.873,Technology,Central
2016-10-01,43.9425,10.881,Furniture,Central
2017-09-02,6.8985,1.7739,Office Supplies,West
2014-12-24,150.00300000000001,41.4294,Office Supplies,West
2014-12-24,306.8856,18.267,Furniture,West
2017-09-23,30.7944,3.666,Furniture,West
2017-06-04,13.104000000000001,5.616,Office Supplies,South
2016-04-21,107.4528,-12.792,Office Supplies,Central
2016-04-21,51.23160000000001,-126.8592,Office Supplies,Central
2016-04-21,47.0904,-67.272,Office Supplies,Central
2016-05-26,10.8864,3.6288,Office Supplies,Central
2016-05-26,407.85150000000004,-88.784,Furniture,Central
2016-05-26,15.069600000000001,5.2026,Office Supplies,Central
2016-05-26,67.1916,-7.1991,Technology,Central
2016-05-02,90.6696,5.397,Office Supplies,Central
2014-09-08,34.6185,12.8583,Technology,South
2014-09-08,88.074,30.1968,Technology,South
2016-09-05,292.32,80.736,Technology,Central
2017-04-09,15.876,4.914,Office Supplies,South
2017-04-09,18.3015,-13.363,Office Supplies,South
2017-04-09,264.222,88.074,Office Supplies,South
2015-12-06,2.9106,-4.851,Office Supplies,Central
2016-06-26,15.645000000000001,1.043,Office Supplies,East
2015-07-04,16.254,4.4892,Office Supplies,East
2016-11-22,41.874,11.1664,Furniture,East
2016-11-22,12.8016,4.1148,Office Supplies,East
2016-11-22,21.861,7.4952,Office Supplies,East
2016-11-10,13.8768,4.4604,Office Supplies,West
2016-11-10,34.02,15.552,Office Supplies,West
2015-08-27,34.586999999999996,9.2232,Office Supplies,West
2015-08-27,119.91000000000001,52.532,Office Supplies,West
2015-08-27,3.2340000000000004,1.4784,Office Supplies,West
2015-05-25,888.0144,84.5728,Office Supplies,West
2017-12-30,14.5992,4.5188,Office Supplies,West
2017-12-30,21.756,6.475,Office Supplies,West
2016-12-08,120.6975,2.299,Technology,Central
2015-10-04,28.308000000000003,7.0096,Office Supplies,West
2016-12-23,601.398,166.1004,Furniture,South
2016-12-23,300.699,83.0502,Furniture,South
2015-09-19,65.058,4.3372,Furniture,South
2017-07-03,25.1895,5.5177,Furniture,South
2017-07-03,302.36850000000004,77.7519,Technology,South
2016-07-14,440.94120000000004,52.493,Technology,Central
2016-06-20,49.098,22.4448,Office Supplies,West
2016-06-20,18.5976,6.4206,Office Supplies,West
2016-06-20,22.869000000000003,5.6628,Office Supplies,West
2016-06-20,170.037,9.7164,Office Supplies,West
2016-06-20,169.64640000000003,-8.0784,Furniture,West
2016-12-09,3.8745000000000003,1.7343,Office Supplies,East
2016-12-09,128.226,56.1752,Office Supplies,East
2016-09-24,163.14060000000003,-13.3176,Furniture,East
2016-12-18,40.824000000000005,18.6624,Office Supplies,West
2016-12-18,193.032,62.5056,Furniture,West
2016-12-18,608.265,28.965,Office Supplies,West
2017-12-10,14.91,3.3725,Technology,East
2014-07-01,604.716,71.99,Technology,South
2014-07-01,5.4432,-3.6288,Office Supplies,South
2017-02-03,5.49045,-4.1832,Office Supplies,East
2017-02-03,299.8296,35.694,Office Supplies,East
2017-03-03,76.44,19.656,Office Supplies,South
2017-10-09,11.356800000000002,3.5152,Office Supplies,South
2014-09-28,48.573,12.4902,Office Supplies,East
2014-05-27,18.333000000000002,-30.555,Office Supplies,Central
2015-06-14,53.625600000000006,5.1072,Furniture,East
2016-03-30,11.907,5.5566,Office Supplies,East
2017-10-15,92.316,26.376,Office Supplies,West
2016-05-23,38.902499999999996,16.302,Furniture,West
2017-06-02,3.1185000000000005,-0.6435,Technology,East
2017-06-02,28.812,2.401,Office Supplies,East
2014-02-16,1.1340000000000001,-1.728,Office Supplies,Central
2014-02-16,8.358,-13.93,Office Supplies,Central
2014-05-06,147.7728,52.776,Office Supplies,West
2016-05-16,580.188,0.0,Office Supplies,East
2017-04-02,26.3655,6.5286,Furniture,West
2017-03-31,31.269000000000002,8.0406,Furniture,East
2017-03-31,711.4590000000001,176.1708,Technology,East
2017-03-31,78.79200000000002,36.0192,Office Supplies,East
2017-01-02,730.4850000000001,-27.828,Technology,South
2017-01-02,16.443,-12.528,Office Supplies,South
2017-01-02,30.2967,-21.1596,Office Supplies,South
2015-05-28,50.211000000000006,14.346,Office Supplies,East
2015-05-28,13.7025,6.003,Office Supplies,East
2014-03-17,98.46900000000001,36.5742,Office Supplies,Central
2014-03-17,49.539,23.59,Office Supplies,Central
2014-03-17,20.664,5.7072,Office Supplies,Central
2014-03-17,56.07,25.098,Office Supplies,Central
2014-03-17,37.67400000000001,17.2224,Office Supplies,Central
2014-10-03,271.19295,-70.1043,Furniture,Central
2016-03-28,32.97,7.85,Office Supplies,South
2017-05-04,193.15800000000002,20.6955,Technology,West
2017-05-04,18.4905,8.4528,Office Supplies,West
2017-05-04,315.9492,11.2839,Furniture,West
2014-07-05,231.81480000000002,-44.1552,Office Supplies,Central
2014-07-05,295.4952,-35.178,Office Supplies,Central
2016-05-05,83.09700000000001,36.4044,Office Supplies,South
2017-04-26,2.0874,-1.4413,Furniture,Central
2014-09-26,152.84640000000002,0.0,Furniture,West
2017-10-19,129.4188,9.2442,Office Supplies,East
2017-10-19,24.864,7.4,Office Supplies,East
2017-10-19,325.05480000000006,-56.7556,Technology,East
2017-11-10,40.3074,-25.592,Office Supplies,West
2017-11-10,100.7937,-63.996,Technology,West
2017-11-10,251.9496,-35.9928,Technology,West
2017-11-10,211.66320000000002,15.1188,Technology,West
2017-11-10,944.0928,-146.1096,Furniture,West
2017-07-08,153.19500000000002,62.737,Furniture,West
2015-12-24,619.5609000000001,-786.744,Furniture,West
2015-12-24,14.741999999999999,1.5795,Office Supplies,West
2017-03-07,51.534,4.908,Technology,East
2014-04-01,31.080000000000002,14.8,Office Supplies,West
2014-04-01,17.942400000000003,5.5536,Office Supplies,West
2015-09-14,958.3875,118.6575,Furniture,West
2014-08-04,1144.2375,305.13,Office Supplies,West
2014-08-04,470.23199999999997,219.4416,Office Supplies,West
2014-08-04,17.22,4.264,Office Supplies,West
2014-08-04,419.95799999999997,34.9965,Technology,West
2014-08-04,166.845,7.945,Office Supplies,West
2014-08-04,13.8432,4.7792,Office Supplies,West
2016-09-03,88.1496,-90.2484,Furniture,Central
2016-02-05,85.02900000000001,1.6196,Office Supplies,South
2016-02-05,366.282,170.9316,Office Supplies,South
2016-02-05,9.9225,0.189,Office Supplies,South
2016-02-05,19.782,7.1592,Furniture,South
2016-02-05,251.979,52.7956,Furniture,South
2016-02-05,176.358,78.9412,Office Supplies,South
2016-02-05,110.0925,28.3095,Technology,South
2016-02-05,509.0715,126.0558,Technology,South
2016-02-05,129.1185,60.2553,Office Supplies,South
2016-02-05,162.162,1.5444,Office Supplies,South
2016-02-05,359.48850000000004,160.9139,Office Supplies,South
2017-07-03,10.0296,1.5522,Office Supplies,South
2017-10-09,685.0725000000001,-430.617,Furniture,Central
2017-10-09,69.97725,-42.6528,Furniture,Central
2016-11-24,18.076800000000002,6.0256,Office Supplies,East
2016-11-24,12.138000000000002,5.6644,Office Supplies,East
2016-11-24,92.82000000000001,11.492,Technology,East
2016-11-24,6.804000000000001,3.1104,Office Supplies,East
2016-11-01,22.89,6.104,Technology,South
2016-11-01,264.3795,118.3413,Office Supplies,South
2016-04-19,215.4348,-58.1332,Furniture,East
2016-04-19,440.37,146.79,Office Supplies,East
2014-04-06,10.8192,-2.1896,Office Supplies,East
2014-04-06,162.50220000000002,-36.1116,Furniture,East
2014-04-06,122.62320000000001,21.897,Technology,East
2016-09-02,79.254,19.6248,Office Supplies,East
2016-09-02,41.979,9.995,Furniture,East
2016-09-25,412.82325000000003,-204.4458,Furniture,West
2017-11-04,24.864,8.88,Office Supplies,Central
2016-07-09,428.4063,72.5344,Furniture,East
2016-07-09,173.544,14.8752,Furniture,East
2014-06-30,351.5064,108.7996,Office Supplies,East
2017-01-28,251.9685,26.3967,Technology,West
2017-01-28,39.627,12.8316,Furniture,West
2015-09-21,993.6612000000001,118.293,Technology,Central
2015-09-21,158.76,32.13,Technology,Central
2015-09-21,5.1744,-1.4784,Furniture,Central
2015-09-26,90.58560000000001,31.2736,Office Supplies,West
